날짜,시군구명,발생건수(건),이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2023-06-06,성북구,37,0.0078,0.0525,0.32,0.002,22.0,12.0
2023-06-06,강북구,19,0.0058,0.0591,0.28,0.0021,19.0,11.0
2023-06-06,도봉구,35,0.0066,0.0567,0.38,0.0027,20.0,11.0
2023-06-06,노원구,61,0.0082,0.0577,0.29,0.0024,20.0,10.0
2023-06-06,은평구,14,0.007,0.0549,0.35,0.0026,21.0,12.0
2023-06-06,서대문구,18,0.0086,0.0569,0.28,0.0027104736842105265,19.0,7.0
2023-06-06,마포구,26,0.01,0.0632,0.29,0.0026,19.0,10.0
2023-06-06,양천구,22,0.0093,0.0551,0.31,0.0026,19.0,10.0
2023-06-06,강서구,25,0.0081,0.0595,0.31,0.0027,21.0,9.0
2023-06-06,구로구,20,0.0055,0.0492,0.26,0.002,15.0,6.0
2023-06-06,금천구,11,0.009,0.0491,0.31,0.0028,19.0,11.0
2023-06-06,영등포구,32,0.0091,0.0606,0.28,0.0025,18.0,8.0
2023-06-06,동작구,25,0.0071,0.0598,0.23,0.0024,18.0,10.0
2023-06-06,관악구,29,0.0105,0.0584,0.32,0.0027,22.0,12.0
2023-06-06,서초구,24,0.0065,0.0548,0.28,0.0028,18.0,8.0
2023-06-06,강남구,30,0.0104,0.0588,0.26,0.003,20.0,12.0
2023-06-06,송파구,50,0.0115,0.0572,0.3,0.0024,21.0,10.0
2023-06-06,강동구,41,0.0089,0.0481,0.26,0.0023,21.0,10.0
2023-06-07,종로구,175,0.014,0.054,0.41,0.0029,30.0,16.0
2023-06-07,중구,181,0.0166,0.0471,0.42,0.0024,29.0,19.0
2023-06-07,용산구,277,0.0144,0.0536,0.39,0.0028,35.0,21.0
2023-06-07,성동구,458,0.014,0.0541,0.36,0.0023,32.0,20.0
2023-06-07,광진구,535,0.0135,0.0526,0.36968151147098516,0.0025,31.0,17.0
2023-06-07,동대문구,490,0.013,0.0538,0.39,0.0029,35.0,19.0
2023-06-07,중랑구,603,0.016,0.0502,0.32,0.0022,34.0,21.0
2023-06-07,성북구,584,0.0172,0.0502,0.44,0.002,43.0,22.0
2023-06-07,강북구,390,0.0128,0.0569,0.39,0.0021,37.0,20.0
2023-06-07,도봉구,333,0.0124,0.0526,0.54,0.0028,38.0,22.0
2023-06-07,노원구,634,0.0131,0.0559,0.38,0.0024,34.0,20.0
2023-06-07,은평구,810,0.0121,0.0518,0.48,0.0025,39.0,24.0
2023-06-07,서대문구,441,0.0123,0.0567,0.4,0.0027104736842105265,35.0,20.0
2023-06-07,마포구,445,0.0132,0.0581,0.37,0.0028,28.0,19.0
2023-06-07,양천구,541,0.0113,0.0512,0.35,0.0024,26.0,15.0
2023-06-07,강서구,818,0.0108,0.0588,0.38,0.0023,34.0,17.0
2023-06-07,구로구,522,0.0071,0.0466,0.3,0.0018,26.0,13.0
2023-06-07,금천구,361,0.0138,0.0485,0.39,0.003,31.0,19.0
2023-06-07,영등포구,501,0.0159,0.0552,0.36,0.0026,30.0,17.0
2023-06-07,동작구,617,0.011,0.0564,0.32,0.0023,30.0,18.0
2023-06-07,관악구,754,0.014,0.0549,0.4,0.0026,34.0,19.0
2023-06-07,서초구,495,0.0124,0.0508,0.33,0.0026,38.0,18.0
2023-06-07,강남구,728,0.0147,0.0537,0.33,0.0029,32.0,20.0
2023-06-07,송파구,932,0.0197,0.0528,0.36,0.0022,37.0,21.0
2023-06-07,강동구,635,0.0113,0.0465,0.31,0.0022,35.0,20.0
2023-06-08,종로구,129,0.0132,0.043,0.41,0.0028,18.0,8.0
2023-06-08,중구,129,0.0152,0.0371,0.4,0.0025,16.0,11.0
2023-06-08,용산구,222,0.0136,0.0439,0.39,0.003,21.0,13.0
2023-06-08,성동구,376,0.0148,0.0407,0.34,0.0024,20.0,11.0
2023-06-08,광진구,375,0.0127,0.0395,0.36968151147098516,0.0024,21.0,12.0
2023-06-08,동대문구,452,0.0121,0.0433,0.38,0.0029,21.0,11.0
2023-06-08,중랑구,441,0.017,0.0391,0.34,0.0023,21.0,13.0
2023-06-08,성북구,454,0.0144,0.0415,0.42,0.0021,24.0,12.0
2023-06-08,강북구,304,0.0101,0.0462,0.36,0.0021,22.0,12.0
2023-06-08,도봉구,298,0.01,0.0373,0.6,0.003,29.0,19.0
2023-06-08,노원구,555,0.0127,0.0434,0.38,0.0025,23.0,13.0
2023-06-08,은평구,699,0.0111,0.0437,0.49,0.0025,20.0,13.0
2023-06-08,서대문구,349,0.011,0.0418,0.39,0.0027104736842105265,20.0,12.0
2023-06-08,마포구,372,0.0133,0.0457,0.36,0.0028,18.0,11.0
2023-06-08,양천구,425,0.0117,0.045,0.38,0.0026,18.0,10.0
2023-06-08,강서구,620,0.011,0.0463,0.37,0.0025,19.0,9.0
2023-06-08,구로구,422,0.0092,0.0395,0.3,0.0023,13.0,5.0
2023-06-08,금천구,260,0.0114,0.0353,0.39,0.003,21.0,12.0
2023-06-08,영등포구,398,0.0137,0.0439,0.36,0.0026,17.0,8.0
2023-06-08,동작구,492,0.0102,0.0455,0.3,0.0023,18.0,10.0
2023-06-08,관악구,665,0.0119,0.0441,0.36,0.0026,21.0,11.0
2023-06-08,서초구,452,0.0131,0.0413,0.3,0.0026,22.0,10.0
2023-06-08,강남구,547,0.0149,0.0428,0.33,0.003,20.0,11.0
2023-06-08,송파구,642,0.0138,0.0423,0.36,0.0023,23.0,12.0
2023-06-08,강동구,461,0.0121,0.035,0.34,0.0024,21.0,13.0
2023-06-09,종로구,144,0.016,0.06,0.42,0.0028,22.0,10.0
2023-06-09,중구,155,0.0201,0.0507,0.41,0.0025,21.0,14.0
2023-06-09,용산구,262,0.0164,0.0633,0.41,0.0029,28.0,17.0
2023-06-09,성동구,441,0.0169,0.0598,0.36,0.0025,24.0,14.0
2023-06-09,광진구,446,0.0184,0.0573,0.35,0.0025,24.0,11.0
2023-06-09,동대문구,499,0.0159,0.0568,0.41,0.0029,24.0,12.0
2023-06-09,중랑구,521,0.0171,0.0556,0.35,0.0023,21.0,12.0
2023-06-09,성북구,574,0.0186,0.055,0.45,0.002,23.0,12.0
2023-06-09,강북구,336,0.0071,0.0541,0.38,0.0019,12.0,3.0
2023-06-09,도봉구,329,0.0123,0.059,0.54,0.0027,20.0,10.0
2023-06-09,노원구,687,0.015,0.0537,0.39,0.0024,20.0,10.0
2023-06-09,은평구,739,0.0063,0.0489,0.51,0.0027,18.0,14.0
2023-06-09,서대문구,454,0.015,0.0579,0.39,0.0022,24.0,12.0
2023-06-09,마포구,429,0.0196,0.0628,0.41,0.0028,26.0,16.0
2023-06-09,양천구,542,0.0162,0.0625,0.42,0.0028,27.0,17.0
2023-06-09,강서구,760,0.0115,0.0632,0.39,0.0025,25.0,12.0
2023-06-09,구로구,489,0.0128,0.0542,0.32,0.0024,23.0,12.0
2023-06-09,금천구,303,0.015,0.0519,0.39,0.0029,28.0,16.0
2023-06-09,영등포구,468,0.0129,0.0518,0.35,0.0024,18.0,9.0
2023-06-09,동작구,553,0.0131,0.0611,0.34,0.0023,25.0,14.0
2023-06-09,관악구,709,0.0168,0.0628,0.41,0.0026,29.0,16.0
2023-06-09,서초구,479,0.017,0.0588,0.32,0.0027,26.0,13.0
2023-06-09,강남구,659,0.0181,0.0596,0.35,0.0029,24.0,14.0
2023-06-09,송파구,891,0.0181,0.0601,0.4,0.0023,27.0,14.0
2023-06-09,강동구,552,0.0142,0.0489,0.36,0.0024,22.0,12.0
2023-06-10,종로구,102,0.0142,0.0647,0.45,0.0032,31.0,17.0
2023-06-10,중구,102,0.0173,0.0581,0.42,0.0026,28.0,19.0
2023-06-10,용산구,158,0.0175,0.0634,0.47,0.0031,35.0,23.0
2023-06-10,성동구,365,0.0171,0.0607,0.39,0.0026,33.0,21.0
2023-06-10,광진구,301,0.016,0.0588,0.38,0.0025,32.0,19.0
2023-06-10,동대문구,322,0.0157,0.0621,0.43,0.0031,35.0,22.0
2023-06-10,중랑구,332,0.0173,0.0562,0.38,0.0023,32.0,21.0
2023-06-10,성북구,378,0.0184,0.0539,0.51,0.0021,37.0,20.0
2023-06-10,강북구,244,0.0115,0.0577,0.41,0.0022,34.0,20.0
2023-06-10,도봉구,208,0.015,0.0536,0.59,0.0027,32.0,19.0
2023-06-10,노원구,462,0.0143,0.0577,0.42,0.0026,31.0,20.0
2023-06-10,은평구,492,0.0113,0.0657,0.6,0.0027,37.0,23.0
2023-06-10,서대문구,295,0.0116,0.0668,0.46,0.0023,31.0,18.0
2023-06-10,마포구,305,0.0153,0.0698,0.44,0.0029,33.0,21.0
2023-06-10,양천구,344,0.0129,0.0681,0.44,0.0028,35.0,22.0
2023-06-10,강서구,509,0.0116,0.0661,0.45,0.0026,36.0,21.0
2023-06-10,구로구,301,0.0108,0.0581,0.34,0.0025,30.0,18.0
2023-06-10,금천구,216,0.0121,0.0609,0.43,0.0032,33.0,21.0
2023-06-10,영등포구,359,0.0165,0.0673,0.43,0.0028,33.0,19.0
2023-06-10,동작구,461,0.012,0.069,0.37,0.0025,31.0,15.0
2023-06-10,관악구,443,0.0142,0.0704,0.45,0.0028,37.0,22.0
2023-06-10,서초구,364,0.0146,0.0636,0.36,0.0027,33.0,19.0
2023-06-10,강남구,494,0.0195,0.0593,0.39,0.003,33.0,21.0
2023-06-10,송파구,563,0.0172,0.0628,0.43,0.0025,36.0,22.0
2023-06-10,강동구,383,0.0145,0.0502,0.38,0.0024,31.0,20.0
2023-06-11,종로구,6,0.007,0.0611,0.36,0.0024,17.0,10.0
2023-06-11,중구,7,0.0089,0.0549,0.35,0.0022,17.0,12.0
2023-06-11,용산구,15,0.008,0.0524,0.38,0.0026,19.0,14.0
2023-06-11,성동구,11,0.0086,0.0587,0.31,0.0024,21.0,13.0
2023-06-11,광진구,7,0.0083,0.0575,0.32,0.0025,21.0,12.0
2023-06-11,동대문구,33,0.0073,0.0597,0.36,0.0027,21.0,14.0
2023-06-11,중랑구,28,0.0112,0.0519,0.3,0.002,21.0,13.0
2023-06-11,성북구,22,0.0088,0.0556,0.44,0.0019,20.0,12.0
2023-06-11,강북구,10,0.0051,0.0529,0.34,0.002,22.0,13.0
2023-06-11,도봉구,7,0.0058,0.0507,0.55,0.0025,17.0,12.0
2023-06-11,노원구,22,0.0081,0.0511,0.36,0.0023,20.0,13.0
2023-06-11,은평구,49,0.0042,0.054,0.53,0.0022,18.0,14.0
2023-06-11,서대문구,12,0.0068,0.0629,0.41,0.0019,19.0,10.0
2023-06-11,마포구,8,0.0109,0.0628,0.38,0.0025,22.0,14.0
2023-06-11,양천구,11,0.0096,0.0601,0.4,0.0025,22.0,14.0
2023-06-11,강서구,22,0.0084,0.0592,0.44,0.0022,24.0,15.0
2023-06-11,구로구,9,0.0075,0.0521,0.31,0.0022,17.0,13.0
2023-06-11,금천구,5,0.009,0.0477,0.39,0.0028,25.0,14.0
2023-06-11,영등포구,8,0.0108,0.0606,0.37,0.0024,21.0,12.0
2023-06-11,동작구,13,0.0088,0.0589,0.32,0.0022,22.0,15.19673855865334
2023-06-11,관악구,18,0.0109,0.0589,0.41,0.0025,24.0,14.0
2023-06-11,서초구,20,0.0106,0.0565,0.33,0.0026,19.0,12.0
2023-06-11,강남구,41,0.0107,0.0575,0.32,0.0029,22.0,15.0
2023-06-11,송파구,38,0.0098,0.061,0.37,0.0022,24.0,14.0
2023-06-11,강동구,16,0.0075,0.046,0.32,0.0021,20.0,12.0
2023-06-12,종로구,155,0.0172,0.0508,0.47,0.0032,26.0,14.0
2023-06-12,중구,203,0.0194,0.0466,0.42,0.0028,23.0,17.0
2023-06-12,용산구,304,0.0214,0.05,0.47,0.0033,32.0,20.0
2023-06-12,성동구,551,0.0202,0.0487,0.4,0.0029,28.0,18.0
2023-06-12,광진구,530,0.019,0.0432,0.41,0.0027,29.0,16.0
2023-06-12,동대문구,586,0.0163,0.0509,0.44,0.0032,30.0,19.0
2023-06-12,중랑구,606,0.0205,0.042,0.35,0.0023,30.0,19.0
2023-06-12,성북구,584,0.018,0.0449,0.45,0.0022,31.0,18.0
2023-06-12,강북구,400,0.0109,0.0452,0.39,0.0023,29.0,17.0
2023-06-12,도봉구,376,0.0129,0.0437,0.55,0.0027,27.0,17.0
2023-06-12,노원구,719,0.0164,0.0409,0.42,0.0026,28.0,17.0
2023-06-12,은평구,894,0.0135,0.0359,0.6,0.0027,30.0,20.0
2023-06-12,서대문구,487,0.0163,0.0475,0.48,0.0024,28.0,16.0
2023-06-12,마포구,496,0.019,0.054,0.43,0.0033,29.0,18.0
2023-06-12,양천구,573,0.0175,0.0519,0.45,0.003,30.0,20.0
2023-06-12,강서구,776,0.0143,0.0369,0.46,0.0024,33.0,21.0
2023-06-12,구로구,635,0.0144,0.0466,0.34,0.0028,29.0,16.0
2023-06-12,금천구,396,0.0178,0.0403,0.41,0.0033,31.0,18.0
2023-06-12,영등포구,565,0.0199,0.0533,0.42,0.003,28.0,17.0
2023-06-12,동작구,645,0.0169,0.0519,0.36,0.0026,26.0,18.0
2023-06-12,관악구,802,0.02,0.0533,0.44,0.0031,32.0,18.0
2023-06-12,서초구,599,0.0221,0.0424,0.35,0.0029,27.0,16.0
2023-06-12,강남구,768,0.0223,0.0492,0.41,0.0033,30.0,19.0
2023-06-12,송파구,989,0.0225,0.0475,0.45,0.0025,34.0,20.0
2023-06-12,강동구,630,0.0186,0.0342,0.4,0.0026,30.0,18.0
2023-06-13,종로구,175,0.0153,0.0507,0.41,0.0031,23.0,12.0
2023-06-13,중구,155,0.0176,0.0455,0.38,0.0027,21.0,15.0
2023-06-13,용산구,226,0.0171,0.0468,0.42,0.0033,29.0,19.0
2023-06-13,성동구,386,0.0165,0.0513,0.34,0.0028,26.0,14.0
2023-06-13,광진구,449,0.0149,0.0493,0.41,0.0027,27.0,14.0
2023-06-13,동대문구,454,0.0136,0.0525,0.38,0.0031,27.0,16.0
2023-06-13,중랑구,448,0.0168,0.0484,0.29,0.0024,25.0,16.0
2023-06-13,성북구,452,0.0174,0.0407,0.43,0.0022,31.0,18.0
2023-06-13,강북구,307,0.0083,0.0533,0.35,0.0022,25.0,14.0
2023-06-13,도봉구,307,0.0106,0.051,0.48,0.0027,24.0,15.0
2023-06-13,노원구,567,0.0166,0.0323,0.4,0.0026,27.0,16.0
2023-06-13,은평구,695,0.0121,0.048,0.4,0.0027,26.0,14.0
2023-06-13,서대문구,377,0.0148,0.0479,0.4,0.0023,24.0,13.0
2023-06-13,마포구,380,0.0173,0.0516,0.38,0.0031,25.0,15.0
2023-06-13,양천구,478,0.014,0.0512,0.39,0.0027,24.0,14.0
2023-06-13,강서구,670,0.0159,0.0486,0.41,0.0031,29.0,15.0
2023-06-13,구로구,462,0.0115,0.0443,0.3,0.0024,24.0,10.0
2023-06-13,금천구,267,0.0169,0.0383,0.4,0.0036,30.0,18.0
2023-06-13,영등포구,427,0.0164,0.0507,0.37,0.0026,23.0,13.0
2023-06-13,동작구,480,0.012,0.0566,0.32,0.0026,23.0,14.0
2023-06-13,관악구,588,0.0149,0.055,0.38,0.0028,26.0,14.0
2023-06-13,서초구,422,0.0153,0.0489,0.31,0.0028,30.0,15.0
2023-06-13,강남구,561,0.0178,0.0516,0.33,0.0031,26.0,16.0
2023-06-13,송파구,753,0.0172,0.0542,0.39,0.0026,28.0,17.0
2023-06-13,강동구,481,0.0143,0.0419,0.35,0.0026,26.0,16.0
2023-06-14,종로구,114,0.0173,0.0452,0.47,0.0029,25.0,15.0
2023-06-14,중구,105,0.0201,0.0424,0.41,0.0025,23.0,17.0
2023-06-14,용산구,211,0.0198,0.0511,0.45,0.0029,29.0,21.0
2023-06-14,성동구,305,0.0182,0.0484,0.37,0.0029,27.0,17.0
2023-06-14,광진구,344,0.0158,0.0501,0.4,0.0026,28.0,16.0
2023-06-14,동대문구,381,0.0172,0.0487,0.42,0.003,29.0,19.0
2023-06-14,중랑구,414,0.0181,0.0454,0.28,0.0021,29.0,18.0
2023-06-14,성북구,371,0.0159,0.0291,0.41,0.002,30.0,17.0
2023-06-14,강북구,277,0.0093,0.0501,0.36,0.0021,26.0,17.0
2023-06-14,도봉구,205,0.0127,0.0475,0.52,0.0026,28.0,18.0
2023-06-14,노원구,485,0.0158,0.0497,0.39,0.0026,27.0,18.0
2023-06-14,은평구,583,0.0107,0.0427,0.44,0.0024,28.0,19.0
2023-06-14,서대문구,305,0.0145,0.0451,0.43,0.002,30.0,18.0
2023-06-14,마포구,323,0.017,0.0498,0.39,0.0028,27.0,18.0
2023-06-14,양천구,388,0.0159,0.0476,0.41,0.0026,30.0,19.0
2023-06-14,강서구,543,0.0158,0.0457,0.43,0.0027,31.0,19.0
2023-06-14,구로구,364,0.014,0.0405,0.33,0.0022,32.0,20.0
2023-06-14,금천구,242,0.0176,0.0134,0.43,0.0032,31.0,19.0
2023-06-14,영등포구,368,0.0212,0.0448,0.39,0.0025,27.0,17.0
2023-06-14,동작구,466,0.0155,0.0231,0.36,0.0026,30.0,19.0
2023-06-14,관악구,491,0.0203,0.0464,0.43,0.0029,34.0,20.0
2023-06-14,서초구,371,0.0191,0.045,0.34,0.0027,32.0,21.0
2023-06-14,강남구,498,0.0218,0.0469,0.39,0.003,29.0,19.0
2023-06-14,송파구,654,0.0232,0.0507,0.43,0.0024,30.0,19.0
2023-06-14,강동구,400,0.0171,0.0416,0.38,0.0025,28.0,18.0
2023-06-15,종로구,145,0.0161,0.0493,0.43,0.003,25.0,16.0
2023-06-15,중구,124,0.0192,0.0406,0.41,0.0026,24.0,17.0
2023-06-15,용산구,207,0.0223,0.0493,0.48,0.0033,34.0,25.0
2023-06-15,성동구,381,0.019,0.0472,0.37,0.0028,28.0,18.0
2023-06-15,광진구,359,0.0167,0.0486,0.42,0.0028,29.0,18.0
2023-06-15,동대문구,402,0.0139,0.051,0.4,0.003,29.0,19.0
2023-06-15,중랑구,342,0.0159,0.0374,0.26,0.002,22.0,15.0
2023-06-15,성북구,403,0.0161,0.0436,0.47,0.002,29.0,17.0
2023-06-15,강북구,261,0.0079,0.0498,0.35,0.002,27.0,17.0
2023-06-15,도봉구,275,0.0097,0.0514,0.54,0.0026,26.0,16.0
2023-06-15,노원구,455,0.0129,0.0475,0.36,0.0026,26.0,18.0
2023-06-15,은평구,630,0.0103,0.0456,0.46,0.0026,30.0,20.0
2023-06-15,서대문구,350,0.0145,0.0475,0.44,0.002,28.0,16.0
2023-06-15,마포구,359,0.0187,0.0491,0.42,0.0032,28.0,19.0
2023-06-15,양천구,414,0.0192,0.0436,0.44,0.0031,32.0,22.0
2023-06-15,강서구,571,0.0233,0.0157,0.46,0.0025,33.0,19.0
2023-06-15,구로구,438,0.0168,0.0375,0.34,0.0025,36.0,23.0
2023-06-15,금천구,254,0.0179,0.0382,0.43,0.0034,36.0,23.0
2023-06-15,영등포구,334,0.0231,0.0434,0.43,0.003,30.0,19.0
2023-06-15,동작구,395,0.0182,0.0417,0.38,0.0028,31.0,21.0
2023-06-15,관악구,607,0.0232,0.0422,0.46,0.0032,39.0,24.0
2023-06-15,서초구,401,0.0216,0.0409,0.37,0.0028,37.0,23.0
2023-06-15,강남구,483,0.0244,0.0438,0.4,0.0034,32.0,21.0
2023-06-15,송파구,582,0.024,0.0459,0.43,0.0028,34.0,22.0
2023-06-15,강동구,442,0.0175,0.0403,0.38,0.0025,28.0,19.0
2023-06-16,종로구,163,0.0168,0.0498,0.43,0.0033,23.0,13.0
2023-06-16,중구,155,0.0176,0.0441,0.37,0.0028,20.0,15.0
2023-06-16,용산구,232,0.0173,0.0575,0.41,0.0034,26.0,19.0
2023-06-16,성동구,436,0.018,0.0498,0.35,0.0029,25.0,16.0
2023-06-16,광진구,475,0.0162,0.0504,0.4,0.003,25.0,15.0
2023-06-16,동대문구,452,0.0148,0.0505,0.39,0.0033,26.0,16.0
2023-06-16,중랑구,523,0.0191,0.0447,0.36,0.0025,26.0,18.0
2023-06-16,성북구,505,0.0166,0.0454,0.45,0.0023,31.0,17.0
2023-06-16,강북구,280,0.0101,0.0496,0.36,0.0023,26.0,16.0
2023-06-16,도봉구,313,0.0118,0.0531,0.54,0.0027,27.0,15.0
2023-06-16,노원구,643,0.0162,0.0463,0.39,0.0029,27.0,17.0
2023-06-16,은평구,758,0.0129,0.0421,0.46,0.0028,27.0,17.0
2023-06-16,서대문구,416,0.0161,0.0445,0.4,0.0023,27.0,14.0
2023-06-16,마포구,449,0.0172,0.0498,0.37,0.0035,22.0,14.0
2023-06-16,양천구,523,0.016,0.0491,0.39,0.003,24.0,16.0
2023-06-16,강서구,722,0.015,0.0465,0.38,0.0029,24.0,15.0
2023-06-16,구로구,492,0.0142,0.0436,0.3,0.0027,23.0,14.0
2023-06-16,금천구,337,0.0171,0.0431,0.37,0.0033,24.0,16.0
2023-06-16,영등포구,429,0.0184,0.047,0.36,0.0028,22.0,12.0
2023-06-16,동작구,499,0.0162,0.0524,0.33,0.0029,24.0,16.0
2023-06-16,관악구,656,0.0192,0.051,0.4,0.0033,28.0,16.0
2023-06-16,서초구,469,0.0176,0.0493,0.32,0.003,27.0,16.0
2023-06-16,강남구,622,0.0188,0.05,0.35,0.0035,25.0,17.0
2023-06-16,송파구,831,0.0224,0.0513,0.41,0.0026,29.0,19.0
2023-06-16,강동구,498,0.0154,0.0436,0.37,0.0027,26.0,16.0
2023-06-17,종로구,82,0.017,0.0515,0.4,0.0031,18.0,10.0
2023-06-17,중구,110,0.0177,0.0459,0.35,0.0026,15.0,11.0
2023-06-17,용산구,170,0.0207,0.0546,0.44,0.0034,23.0,15.0
2023-06-17,성동구,342,0.0221,0.0475,0.36,0.0029,22.0,13.0
2023-06-17,광진구,304,0.0213,0.0451,0.39,0.0029,24.0,13.0
2023-06-17,동대문구,307,0.0154,0.0525,0.38,0.0032,22.0,13.0
2023-06-17,중랑구,346,0.019,0.047,0.34,0.0024,21.0,15.0
2023-06-17,성북구,331,0.0164,0.0478,0.42,0.0021,20.0,10.0
2023-06-17,강북구,223,0.009,0.0552,0.33,0.0021,20.0,12.0
2023-06-17,도봉구,224,0.0092,0.0603,0.46,0.0027,18.0,10.0
2023-06-17,노원구,367,0.0154,0.0504,0.36,0.0027,20.0,13.0
2023-06-17,은평구,492,0.009,0.0445,0.4,0.003,26.904448539089234,12.0
2023-06-17,서대문구,277,0.0141,0.0498,0.32,0.0021,17.0,8.0
2023-06-17,마포구,253,0.019,0.0501,0.36,0.003,19.0,11.0
2023-06-17,양천구,327,0.0192,0.0476,0.39,0.0034,21.0,12.0
2023-06-17,강서구,494,0.0166,0.0467,0.36,0.0035,21.0,10.0
2023-06-17,구로구,329,0.0182,0.0386,0.3,0.0027,20.0,10.0
2023-06-17,금천구,220,0.0187,0.0427,0.39,0.0036,23.0,16.0
2023-06-17,영등포구,294,0.0245,0.0454,0.38,0.003,21.0,10.0
2023-06-17,동작구,383,0.0189,0.054,0.33,0.0032,21.0,13.0
2023-06-17,관악구,462,0.0257,0.0458,0.43,0.0034,26.0,15.0
2023-06-17,서초구,373,0.0227,0.0454,0.33,0.0031,22.0,12.0
2023-06-17,강남구,485,0.0249,0.0479,0.37,0.004,25.0,16.0
2023-06-17,송파구,624,0.0289,0.0472,0.43,0.003,30.0,17.0
2023-06-17,강동구,334,0.0202,0.0397,0.36,0.0026,22.0,14.0
2023-06-18,종로구,11,0.0108,0.0536,0.4,0.0031,23.0,13.0
2023-06-18,중구,2,0.0116,0.0481,0.35,0.0026,20.0,14.0
2023-06-18,용산구,22,0.0144,0.0599,0.46,0.0033,29.0,21.0
2023-06-18,성동구,15,0.0153,0.0502,0.37,0.0029,27.0,17.0
2023-06-18,광진구,8,0.0146,0.0459,0.41,0.0029,27.0,16.0
2023-06-18,동대문구,23,0.0103,0.0517,0.37,0.0032,27.0,16.0
2023-06-18,중랑구,16,0.0155,0.0439,0.34,0.0024,26.0,18.0
2023-06-18,성북구,28,0.0136,0.0434,0.46,0.0022,29.0,14.0
2023-06-18,강북구,9,0.0071,0.0496,0.35,0.0023,28.0,17.0
2023-06-18,도봉구,19,0.0076,0.0539,0.54,0.0029,27.0,15.0
2023-06-18,노원구,46,0.0118,0.0447,0.39,0.0029,27.0,17.0
2023-06-18,은평구,55,0.0089,0.0419,0.47,0.0027,25.0,16.0
2023-06-18,서대문구,13,0.0097,0.047,0.37,0.0023,23.0,12.0
2023-06-18,마포구,13,0.013,0.0495,0.37,0.0029,25.0,15.0
2023-06-18,양천구,7,0.0138,0.0488,0.41,0.0032,25.0,15.0
2023-06-18,강서구,21,0.0123,0.0473,0.38,0.0032,27.0,15.0
2023-06-18,구로구,12,0.0112,0.0421,0.3,0.0027,25.0,13.0
2023-06-18,금천구,7,0.0134,0.0409,0.4,0.0032,28.0,19.0
2023-06-18,영등포구,10,0.0152,0.0492,0.38,0.0029,25.0,13.0
2023-06-18,동작구,14,0.014,0.0529,0.36,0.0031,27.0,18.0
2023-06-18,관악구,19,0.0163,0.0483,0.42,0.0032,30.0,18.0
2023-06-18,서초구,23,0.0151,0.0503,0.35,0.0031,26.0,15.0
2023-06-18,강남구,34,0.0177,0.0492,0.38,0.0038,29.0,19.0
2023-06-18,송파구,29,0.0164,0.0531,0.41,0.0028,31.0,18.0
2023-06-18,강동구,28,0.0132,0.0396,0.37,0.0026,26.0,17.0
2023-06-19,종로구,188,0.0166,0.0694,0.5,0.0032,42.0,26.0
2023-06-19,중구,175,0.0213,0.0617,0.52,0.003,39.0,29.0
2023-06-19,용산구,346,0.0248,0.0724,0.51,0.0035,49.0,34.0
2023-06-19,성동구,545,0.0166,0.07,0.42,0.0031,44.0,29.0
2023-06-19,광진구,546,0.0163,0.0621,0.5,0.003,48.0,29.0
2023-06-19,동대문구,593,0.015,0.0653,0.47,0.0035,49.0,31.0
2023-06-19,중랑구,662,0.0209,0.0538,0.43,0.0026,46.0,33.0
2023-06-19,성북구,680,0.0177,0.0624,0.56,0.0026,50.0,27.0
2023-06-19,강북구,381,0.0107,0.0585,0.43,0.0024,47.0,31.0
2023-06-19,도봉구,405,0.0098,0.0717,0.63,0.0028,42.0,26.0
2023-06-19,노원구,776,0.0144,0.0611,0.45,0.0031,44.0,30.0
2023-06-19,은평구,847,0.0121,0.0686,0.58,0.0028,43.0,27.0
2023-06-19,서대문구,497,0.013,0.0774,0.48,0.0028,44.0,23.0
2023-06-19,마포구,487,0.0188,0.0741,0.48,0.0033,42.0,28.0
2023-06-19,양천구,629,0.0218,0.0428,0.49,0.0032,33.0,21.0
2023-06-19,강서구,828,0.0199,0.0706,0.53,0.0034,45.0,28.0
2023-06-19,구로구,642,0.0164,0.0609,0.37,0.0029,43.0,24.0
2023-06-19,금천구,415,0.018,0.0573,0.49,0.0034,44.0,31.0
2023-06-19,영등포구,513,0.0241,0.0672,0.48,0.0031,42.0,27.0
2023-06-19,동작구,651,0.0192,0.0662,0.42,0.0033,42.0,29.0
2023-06-19,관악구,800,0.0226,0.0673,0.51,0.0035,48.0,30.0
2023-06-19,서초구,571,0.0227,0.0652,0.42,0.0032,47.0,26.0
2023-06-19,강남구,787,0.0221,0.0613,0.45,0.0038,46.0,31.0
2023-06-19,송파구,993,0.0242,0.0635,0.49,0.0029,50.0,33.0
2023-06-19,강동구,664,0.0165,0.0479,0.45,0.0027,43.0,29.0
2023-06-20,종로구,144,0.0182,0.0479,0.47,0.0034,37.0,24.0
2023-06-20,중구,140,0.0249,0.0355,0.53,0.0033,35.0,26.0
2023-06-20,용산구,247,0.0243,0.0414,0.44,0.0035,34.0,21.0
2023-06-20,성동구,425,0.0188,0.0391,0.37,0.0031,33.0,20.0
2023-06-20,광진구,398,0.0189,0.0374,0.44,0.003,36.0,20.0
